web-scraper-order,web-scraper-start-url,articles-link,articles-link-href,title-selector,summary-selector,whole-article-selector
"1751563775-311","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","“We know from studying other nearby star-forming regions that as stars form during their early life phase, they start emitting jets of material at their poles,” said Ressler, second author of the study and principal investigator of the observing program. “What was fascinating and astounding to me from the Webb data is that there are multiple jets shooting out in all different directions from this cluster of stars. It’s a little bit like a firecracker, where you see things shooting this way and that.”"
"1751563775-312","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","The Webb imagery skims the surface of the Extreme Outer Galaxy and the Digel Clouds, and is just a starting point for the team. They intend to revisit this outpost in the Milky Way to find answers to a variety of current mysteries, including the relative abundance of stars of various masses within Extreme Outer Galaxy star clusters. This measurement can help astronomers understand how a particular environment can influence different types of stars during their formation."
"1751563775-313","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","“I’m interested in continuing to study how star formation is occurring in these regions. By combining data from different observatories and telescopes, we can examine each stage in the evolution process,” said Izumi. “We also plan to investigate circumstellar disks within the Extreme Outer Galaxy. We still don’t know why their lifetimes are shorter than in star-forming regions much closer to us. And of course, I’d like to understand the kinematics of the jets we detected in Cloud 2S.”"
"1751563775-314","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","Though the story of star formation is complex and some chapters are still shrouded in mystery, Webb is gathering clues and helping astronomers unravel this intricate tale."
"1751563775-315","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","These findings have been published in the Astronomical Journal."
"1751563775-316","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","The observations were taken as part of Guaranteed Time Observation program 1237."
"1751563775-317","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563779-318","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","New infrared image highlights star formation triggered by merger-in-progress",""
"1751563779-319","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","Arp 107, a pair of interacting galaxies, shines brightly in high-resolution infrared light. A collision, which occurred hundreds of millions ago, created a tenuous bridge of gas and dust that connects the two galaxies, and started a new wave of star formation that NASA’s James Webb Space Telescope captures clearly.",""
"1751563779-320","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","Lee esta historia en español.",""
"1751563779-321","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","","Smile for the camera! An interaction between an elliptical galaxy and a spiral galaxy, collectively known as Arp 107, seems to have given the spiral a happier outlook thanks to the two bright “eyes” and the wide semicircular “smile.” The region has been observed before in infrared by NASA’s Spitzer Space Telescope in 2005, however NASA’s James Webb Space Telescope displays it in much higher resolution. This image is a composite, combining observations from Webb’s MIRI (Mid-Infrared Instrument) and NIRCam (Near-Infrared Camera)."
"1751563779-322","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","","NIRCam highlights the stars within both galaxies and reveals the connection between them: a transparent, white bridge of stars and gas pulled from both galaxies during their passage. MIRI data, represented in orange-red, shows star-forming regions and dust that is composed of soot-like organic molecules known as polycyclic aromatic hydrocarbons. MIRI also provides a snapshot of the bright nucleus of the large spiral, home to a supermassive black hole."
"1751563779-323","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","","The spiral galaxy is classified as a Seyfert galaxy, one of the two largest groups of active galaxies, along with galaxies that host quasars. Seyfert galaxies aren’t as luminous and distant as quasars, making them a more convenient way to study similar phenomena in lower energy light, like infrared."
"1751563779-324","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","","This galaxy pair is similar to the Cartwheel Galaxy, one of the first interacting galaxies that Webb observed. Arp 107 may have turned out very similar in appearance to the Cartwheel, but since the smaller elliptical galaxy likely had an off-center collision instead of a direct hit, the spiral galaxy got away with only its spiral arms being disturbed."
"1751563779-325","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","","The collision isn’t as bad as it sounds. Although there was star formation occurring before, collisions between galaxies can compress gas, improving the conditions needed for more stars to form. On the other hand, as Webb reveals, collisions also disperse a lot of gas, potentially depriving new stars of the material they need to form."
"1751563779-326","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","https://webbtelescope.org/contents/news-releases/2024/news-2024-132?itemsPerPage=50&page=1","NASA's Webb Provides Another Look Into Galactic Collisions","","Webb has captured these galaxies in the process of merging, which will take hundreds of millions of years. As the two galaxies rebuild after the chaos of their collision, Arp 107 may lose its smile, but it will inevitably turn into something just as interesting for future astronomers to study."
